oil	kos	cor	pvalue	p.adjust	abs_cor	cor2
¦Á.Thujene	K12126	-0.486642096307494	0.000452787033968182	0.00704335386172728	0.486642096307494	-1
¦Á.Thujene	K11340	0.566626899684078	2.68840539090404e-05	0.00136864274446024	0.566626899684078	1
¦Â.Pinene	K07874	0.564076131820438	2.97566426268979e-05	0.00138864332258857	0.564076131820438	1
¦Â.Pinene	K13459	0.394418969939892	0.00553676243995137	0.0435501150770343	0.394418969939892	1
¦Â.Pinene	K20725	0.588778214590245	1.073416254604e-05	0.00118286917070043	0.588778214590245	1
¦Â.Pinene	K22038	0.436982558712484	0.00189985055908371	0.0186651984752083	0.436982558712484	1
¦Â.Pinene	K20181	0.498547749615696	0.000310523210523016	0.00567263963026365	0.498547749615696	1
¦Â.Pinene	K20599	0.544748787939006	6.25396005870084e-05	0.00233481175524831	0.544748787939006	1
¦Â.Pinene	K01303	0.490892818471646	0.000396364874593386	0.00634183799349418	0.490892818471646	1
¦Â.Pinene	K20728	0.591709890347541	9.45755001643093e-06	0.00118286917070043	0.591709890347541	1
¦Â.Pinene	K14488	0.499742136035335	0.000298764805567053	0.00567263963026365	0.499742136035335	1
¦Â.Pinene	K14487	-0.496376137943625	0.000332980092151259	0.00567263963026365	0.496376137943625	-1
¦Â.Pinene	K20547	0.432693625660143	0.00212943058323384	0.0195488709280484	0.432693625660143	1
¦Â.Pinene	K13946	0.613643168235458	3.52116892870601e-06	0.00118286917070043	0.613643168235458	1
¦Â.Pinene	K03781	0.523738445011719	0.000133379077176589	0.00386512034062104	0.523738445011719	1
¦Â.Pinene	K12126	-0.497950556405876	0.000316558053886798	0.00567263963026365	0.497950556405876	-1
¦Â.Pinene	K11340	0.526887281936222	0.000119443230667652	0.00386512034062104	0.526887281936222	1
¦Â.Myrcene	K07874	0.479969604391939	0.00055606461896637	0.00819463649003072	0.479969604391939	1
¦Â.Myrcene	K20725	0.51313647029145	0.000191885248015955	0.0041329130341898	0.51313647029145	1
¦Â.Myrcene	K13436	-0.444142875269718	0.00156520018878506	0.016537964258861	0.444142875269718	-1
¦Â.Myrcene	K20599	0.517641952893184	0.000164646172245948	0.00396610761556214	0.517641952893184	1
¦Â.Myrcene	K01303	0.409944633834871	0.0038075469038771	0.0325035547992605	0.409944633834871	1
¦Â.Myrcene	K20728	0.496254481265676	0.000334280549640536	0.00567263963026365	0.496254481265676	1
¦Â.Myrcene	K14488	0.402019327089652	0.00461954953312644	0.0374919962108813	0.402019327089652	1
¦Â.Myrcene	K18485	0.439984834058893	0.00175249373817477	0.0178435726068703	0.439984834058893	1
¦Â.Myrcene	K20547	0.475084141329818	0.000644643654728481	0.00925642170892178	0.475084141329818	1
¦Â.Myrcene	K13946	0.557431335388015	3.86141319789913e-05	0.00166337799294117	0.557431335388015	1
¦Â.Myrcene	K11340	0.453588103856486	0.00120436468838845	0.013224396578383	0.453588103856486	1
¦Á.Terpinene	K07874	0.519046145687067	0.000156905596467289	0.00396610761556214	0.519046145687067	1
¦Á.Terpinene	K20725	0.518774450677808	0.000158376966171136	0.00396610761556214	0.518774450677808	1
¦Á.Terpinene	K20181	0.457208361579876	0.0010870994130638	0.0131006104193572	0.457208361579876	1
¦Á.Terpinene	K20599	0.4726949771076	0.000692417619109905	0.00969384666753867	0.4726949771076	1
¦Á.Terpinene	K01303	0.454654428492848	0.00116870403902666	0.013224396578383	0.454654428492848	1
¦Á.Terpinene	K20728	0.589034780072006	1.06163976684298e-05	0.00118286917070043	0.589034780072006	1
¦Á.Terpinene	K14487	-0.459327582652091	0.00102329336618219	0.0131006104193572	0.459327582652091	-1
¦Á.Terpinene	K20547	0.570070468425776	2.34095054923738e-05	0.00131093230757293	0.570070468425776	1
¦Á.Terpinene	K13946	0.575178334599832	1.9010397386257e-05	0.00118286917070043	0.575178334599832	1
¦Á.Terpinene	K03781	0.456067242540991	0.00112290946451633	0.0131006104193572	0.456067242540991	1
¦Á.Terpinene	K12126	-0.45764307359469	0.00107372833662869	0.0131006104193572	0.45764307359469	-1
¦Á.Terpinene	K11340	0.516709568607445	0.000169976040666949	0.00396610761556214	0.516709568607445	1
¦Á.Terpinene	K13473	0.441721746052153	0.00167196225331575	0.0173388678121633	0.441721746052153	1
o.Cymene	K08286	0.493228026147196	0.000368147167108891	0.00606360039944056	0.493228026147196	1
o.Cymene	K21867	-0.392313333146136	0.00581742983063187	0.0446268589747103	0.392313333146136	-1
o.Cymene	K04421	-0.393941865039644	0.00559930050990441	0.0435501150770343	0.393941865039644	-1
o.Cymene	K14485	0.427923897217516	0.00241333221775289	0.0217978393861552	0.427923897217516	1
¦Ä.Carene	K20725	0.406406975222024	0.00415305186809266	0.0347120753154014	0.406406975222024	1
¦Ä.Carene	K01303	0.434912474486094	0.0020077606355476	0.0193852751018389	0.434912474486094	1
¦Ä.Carene	K13946	0.400651579180136	0.00477405425455701	0.0381924340364561	0.400651579180136	1
¦Ä.Carene	K03781	0.415257254041154	0.00333609859080248	0.0291908626695217	0.415257254041154	1
