oil	kos	cor	pvalue	p.adjust	abs_cor	cor2
¦Â.Myrcene	K13420	0.365649768738306	0.010597569121727	0.0446398829075083	0.365649768738306	1
¦Â.Myrcene	K20718	0.368961027035966	0.00986251317112571	0.0421603616475603	0.368961027035966	1
¦Â.Myrcene	K14497	-0.457062210922883	0.00109162810320592	0.0111147588690058	0.457062210922883	-1
¦Â.Myrcene	K20714	0.378569104391471	0.00797283842780901	0.036006367093331	0.378569104391471	1
¦Â.Myrcene	K14495	-0.402345024627127	0.0045834096540067	0.0264609217138531	0.402345024627127	-1
¦Â.Myrcene	K14489	-0.552437306480069	4.67971350899122e-05	0.00131031978251754	0.552437306480069	-1
¦Â.Myrcene	K18834	0.417924223503002	0.00311941787171534	0.0207961191447689	0.417924223503002	1
¦Â.Myrcene	K02183	0.495385954499077	0.000343698975766247	0.00475800831697472	0.495385954499077	1
¦Â.Myrcene	K13447	0.493377486351316	0.000366404534963547	0.00477177999022294	0.493377486351316	1
¦Â.Myrcene	K14802	-0.398599502946167	0.00501434093525594	0.0280803092374332	0.398599502946167	-1
¦Â.Myrcene	K20536	0.404082078160325	0.0043948136430817	0.0264609217138531	0.404082078160325	1
¦Á.Terpinene	K19613	0.563115076188764	3.09101640148468e-05	0.00106572456704218	0.563115076188764	1
¦Á.Terpinene	K15078	0.573004774525766	2.07799278297137e-05	0.000831197113188549	0.573004774525766	1
¦Á.Terpinene	K09286	0.402869359728215	0.00452574857205359	0.0264609217138531	0.402869359728215	1
¦Á.Terpinene	K13457	0.626583030351504	1.89663772153449e-06	0.000259566475519789	0.626583030351504	1
¦Á.Terpinene	K08286	0.493669831822341	0.000363017464000841	0.00477177999022294	0.493669831822341	1
¦Á.Terpinene	K13459	0.63462520262555	1.27274969316352e-06	0.000259566475519789	0.63462520262555	1
¦Á.Terpinene	K07478	0.471553858068715	0.00071633857518294	0.00786567847259699	0.471553858068715	1
¦Á.Terpinene	K10863	0.437591981911427	0.00186907909690039	0.0149602515368511	0.437591981911427	1
¦Á.Terpinene	K05391	-0.36966822959685	0.00971134602505254	0.0418334905694571	0.36966822959685	-1
¦Á.Terpinene	K20599	0.478128877292766	0.000588063393554162	0.00700671277426236	0.478128877292766	1
¦Á.Terpinene	K07441	-0.391349491335663	0.00594998724461018	0.0309959223988006	0.391349491335663	-1
¦Á.Terpinene	K14494	0.394881526456021	0.00547671397233526	0.0294899983125745	0.394881526456021	1
¦Á.Terpinene	K04421	-0.408357598915233	0.00395929072777537	0.0246355867506023	0.408357598915233	-1
¦Á.Terpinene	K11649	0.584089930903505	1.31099207635705e-05	0.000706673149467893	0.584089930903505	1
¦Á.Terpinene	K14489	-0.363527922387613	0.0110929527098223	0.0453434563321203	0.363527922387613	-1
¦Á.Terpinene	K18834	0.511384346425982	0.000203539674625217	0.00393042130310764	0.511384346425982	1
¦Á.Terpinene	K02183	0.497853934964919	0.000317544358404154	0.0045596113001622	0.497853934964919	1
¦Á.Terpinene	K14504	0.420203501318895	0.00294416572751067	0.0198642506916383	0.420203501318895	1
o.Cymene	K08286	0.378145105672614	0.00804907868171057	0.0360598724940634	0.378145105672614	1
¦Ä.Carene	K13457	0.402660538175889	0.00454863609234648	0.0264609217138531	0.402660538175889	1
¦Ä.Carene	K13459	0.378987399739443	0.00789823710126285	0.036006367093331	0.378987399739443	1
¦Ä.Carene	K20725	0.436649952536475	0.00191683376625395	0.0150790202983631	0.436649952536475	1
¦Ä.Carene	K11649	0.365630537227136	0.0106019721905332	0.0446398829075083	0.365630537227136	1
¦Ä.Carene	K14495	-0.428777005120685	0.00236022042869381	0.0171652394814095	0.428777005120685	-1
¦Ä.Carene	K14489	-0.391149746092112	0.0059777850340544	0.0309959223988006	0.391149746092112	-1
¦Ä.Carene	K18834	0.370517194243833	0.00953251733082061	0.0413814705834073	0.370517194243833	1
¦Ä.Carene	K02183	0.43757298775074	0.00187003144210639	0.0149602515368511	0.43757298775074	1
¦Ä.Carene	K20536	0.391964188928229	0.00586514736180286	0.0309856841755623	0.391964188928229	1
